College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
ACE College of Engineering and Management,2.74, B.Tech Mechanical Engineering,4 Years,Agra,Uttar Pradesh,India,150666.6667,62.65%
Adamas Institute of Technology,2.89, B.Tech Mechanical Engineering,4 Years,Kolkata,West Bengal,India,313000,63.73%
Adamas University,3.03, B.Tech Mechanical Engineering,4 Years,Kolkata,West Bengal,India,332156.25,58.17%
Aditya College of Engineering,3.05, B.Tech Mechanical Engineering,,Surampalem,Andhra Pradesh,India,150500,
ACE College of Engineering,3.06, B.Tech Mechanical Engineering,4 Years,Thiruvananthapuram,Kerala,India,216000,78.62%
Indian Institute of Technology Palakkad ,3.06, B.Tech Mechanical Engineering,4 Years,Palakkad,Kerala,India,825000,66.43%
ABR College of Engineering and Technology,3.07, B.Tech Mechanical Engineering,4 Years,Somanapalle,Andhra Pradesh,India,112340,54.87%
Aditya Engineering College,3.12, B.Tech Mechanical Engineering,,Surampalem,Andhra Pradesh,India,163440,
Aadishwar College of Technology,3.15, B.Tech Mechanical Engineering,4 Years,Bhoyan Rathod,Gujarat,India,263500,56.83%
ACN College of Engineering and Management Studies,3.17, B.Tech Mechanical Engineering,4 Years,Chherat,Uttar Pradesh,India,249333.3333,76.30%
A1 Global Institute of Engineering and Technology,3.21, B.Tech Mechanical Engineering,4 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,49.97%
Indian Institute of Technology Patna ,3.24, B.Tech Mechanical Engineering,4 Years,Patna,Bihar,India,322481.6667,52.65%
Adhunik College of Engineering,3.31, B.Tech Mechanical Engineering,,Ghaziabad,Uttar Pradesh,India,239000,
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mechanical Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,45.55%
Indian Institute of Technology Ropar ,3.43, B.Tech Mechanical Engineering,4 Years,Rupnagar,Punjab,India,358525.4545,86.14%
Abhay Memorial Trust Group of Institutions,3.45, B.Tech Mechanical Engineering,4 Years,Allahabad,Uttar Pradesh,India,161350,52.95%
Adarsha College of Engineering,3.45, B.Tech Mechanical Engineering,4 Years,Angul,Odisha,India,132750,55.45%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Mechanical Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,76.51%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mechanical Engineering,4 Years,Khammam,Telangana,India,118642.8571,48.73%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mechanical Engineering,4 Years,Khammam,Telangana,India,118642.8571,84.65%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,73.22%
Indian Institute of Technology Bhilai ,3.49, B.Tech Mechanical Engineering,4 Years,Bhilai,Chhattisgarh,India,465500,62.02%
ABES Engineering College,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,81.62%
ABES Engineering College,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,54.60%
ABES Institute of Technology,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,529000,64.02%
Abacus Institute of Engineering and Management,3.53, B.Tech Mechanical Engineering,4 Years,Hooghly,West Bengal,India,312000,51.85%
AAR Mahaveer Engineering College,3.54, B.Tech Mechanical Engineering,4 Years,Hyderabad,Telangana,India,160000,55.80%
Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,3.54, B.Tech Mechanical Engineering,4 Years,Osmanabad,Maharashtra,India,82480,59.80%
Adi Shankara Institute of Engineering and Technology,3.65, B.Tech Mechanical Engineering,,Kalady,Kerala,India,279000,
Academy of Technology,3.78, B.Tech Mechanical Engineering,4 Years,Hooghly,West Bengal,India,300461.5385,80.39%
Indian Institute of Technology Gandhinagar ,3.78, B.Tech Mechanical Engineering,4 Years,Gandhinagar,Gujarat,India,432550,54.47%
Indian Institute of Technology Jammu ,3.81, B.Tech Mechanical Engineering,4 Years,Jammu,Jammu and Kashmir,India,612000,66.69%
Indira Gandhi Institute of Technology,3.86, B.Tech Mechanical Engineering,4 Years,Khalapal,Odisha,India,161636.3636,65.25%
Aditya College of Engineering and Technology,3.96, B.Tech Mechanical Engineering,,Surampalem,Andhra Pradesh,India,139500,
Indian Institute of Technology Hyderabad ,3.96, B.Tech Mechanical Engineering,4 Years,Hyderabad,Telangana,India,288884.5946,82.50%
Indian Institute of Technology Mandi ,3.97, B.Tech Mechanical Engineering,4 Years,Suran,Himachal Pradesh,India,353350,77.05%
Indian Institute of Technology Jodhpur ,4.36, B.Tech Mechanical Engineering,4 Years,Jodhpur,Rajasthan,India,503615.3846,59.62%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Manufacturing Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,73.72%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Mechanical System Design Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,52.64%
Indian Institute of Technology Indore ,3.34, B.Tech Mechanical Engineering and M.Tech Mechanical Systems Design,4 Years,Simrol,Madhya Pradesh,India,326473.6842,85.26%
Indian Institute of Technology Indore ,3.34, B.Tech Mechanical Engineering and M.Tech Production and Industrial Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,53.15%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Thermal Science and Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,48.42%
Aditya Silver Oak Institute of Technology,2.03, B.Tech Mechanical Engineering II Shift,,Ahmedabad,Gujarat,India,252000,
Accurate Institute of Management and Technology,2.6, B.Tech Mechanical Engineering II Shift,4 Years,Greater Noida,Uttar Pradesh,India,340300,60.54%
Aadishwar College of Technology,3.15, B.Tech Mechanical Engineering II Shift,4 Years,Bhoyan Rathod,Gujarat,India,263500,82.78%
Adarsh Institute of Technology and Research Center,2.97, B.Tech Mechanical Engineering Lateral Entry,4 Years,Khambale Bhalvani,Maharashtra,India,300200,52.20%
Academy of Technology,3.78, B.Tech Mechanical Engineering Lateral Entry,4 Years,Hooghly,West Bengal,India,300461.5385,67.36%
Adhunik College of Engineering,3.31, B.Tech Mechanical Production Engineering,,Ghaziabad,Uttar Pradesh,India,239000,
Indian Institute of Technology Patna ,3.24, B.Tech Metallurgical and Materials Engineering,4 Years,Patna,Bihar,India,322481.6667,79.68%
Indian Institute of Technology Ropar ,3.43, B.Tech Metallurgical and Materials Engineering,4 Years,Rupnagar,Punjab,India,358525.4545,87.94%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Metallurgical and Materials Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,48.64%
Indira Gandhi Institute of Technology,3.86, B.Tech Metallurgical and Materials Engineering,4 Years,Khalapal,Odisha,India,161636.3636,56.61%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Metallurgical and Materials Engineering and M.Tech Materials Science and Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,83.19%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Metallurgical Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,86.58%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science,4 Years,Simrol,Madhya Pradesh,India,326473.6842,63.70%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science and M.Tech Materials Science and Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,80.15%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science and M.Tech Metallurgy Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,82.67%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mineral Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,59.61%
ABR College of Engineering and Technology,3.07, B.Tech Mining Engineering,4 Years,Somanapalle,Andhra Pradesh,India,112340,77.97%
Aditya Engineering College,3.12, B.Tech Mining Engineering,,Surampalem,Andhra Pradesh,India,163440,
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mining Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,60.83%
Adarsha College of Engineering,3.45, B.Tech Mining Engineering,4 Years,Angul,Odisha,India,132750,67.56%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Mining Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,79.96%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mining Engineering,4 Years,Khammam,Telangana,India,118642.8571,49.83%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mining Engineering,4 Years,Khammam,Telangana,India,118642.8571,47.67%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mining Machinery Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,62.35%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Petroleum Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,59.97%
Aditya College of Engineering,3.05, B.Tech Petroleum Technology,,Surampalem,Andhra Pradesh,India,150500,
Aditya Engineering College,3.12, B.Tech Petroleum Technology,,Surampalem,Andhra Pradesh,India,163440,
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Pharmacy,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,46.59%
Indira Gandhi Institute of Technology,3.86, B.Tech Production Engineering,4 Years,Khalapal,Odisha,India,161636.3636,46.96%
Academy of Maritime Education and Training,2.53, B.Voc Banking Finance Services and Insurance,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,59.14%
Abhilashi University,3.73, BA,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,76.28%
Indira Gandhi National Open University,3.88, BA,2 Years,New Delhi,Delhi,India,57191.80328,46.90%
Abhilashi University,3.73, BA B.Ed,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,77.56%
Adamas University,3.03, BA Bengali,2 Years,Kolkata,West Bengal,India,332156.25,57.57%
Indira Gandhi National Open University,3.88, BA Culinary Arts Hons,2 Years,New Delhi,Delhi,India,57191.80328,79.80%
Adamas University,3.03, BA Economics Hons,2 Years,Kolkata,West Bengal,India,332156.25,83.55%
Adamas University,3.03, BA Education Hons,2 Years,Kolkata,West Bengal,India,332156.25,57.74%
Adamas University,3.03, BA English Hons,2 Years,Kolkata,West Bengal,India,332156.25,68.75%
Indira Gandhi National Open University,3.88, BA English Major,2 Years,New Delhi,Delhi,India,57191.80328,52.15%
Indira Gandhi National Open University,3.88, BA Hindi Major,2 Years,New Delhi,Delhi,India,57191.80328,45.77%
Adamas University,3.03, BA History,2 Years,Kolkata,West Bengal,India,332156.25,51.47%
Indira Gandhi National Open University,3.88, BA Hotel Management Hons,3 Years,New Delhi,Delhi,India,57191.80328,71.78%
Adamas University,3.03, BA International Relations Hons,2 Years,Kolkata,West Bengal,India,332156.25,48.36%
Adamas University,3.03, BA Journalism and Mass Communication,2 Years,Kolkata,West Bengal,India,332156.25,56.21%
Abhilashi University,3.73, BA LLB,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,75.17%
Adamas University,3.03, BA LLB Hons,2 Years,Kolkata,West Bengal,India,332156.25,75.73%
Adamas University,3.03, BA Political Administration Hons,2 Years,Kolkata,West Bengal,India,332156.25,87.77%
Adamas University,3.03, BA Psychology Hons,2 Years,Kolkata,West Bengal,India,332156.25,86.13%
Indira Gandhi National Open University,3.88, BA Psychology Major,2 Years,New Delhi,Delhi,India,57191.80328,63.22%
Adamas University,3.03, BA Public Administration,2 Years,Kolkata,West Bengal,India,332156.25,61.54%
Adamas University,3.03, BA Sociology,2 Years,Kolkata,West Bengal,India,332156.25,81.69%
Indira Gandhi National Open University,3.88, BA Tourism Studies,2 Years,New Delhi,Delhi,India,57191.80328,75.77%
Indira Gandhi National Open University,3.88, BA Urdu Major,2 Years,New Delhi,Delhi,India,57191.80328,47.61%
Indian Statistical Institute Kolkata ,3.72, Bachelor of Mathematics Hons,2 Years,Kolkata,West Bengal,India,2400000,79.39%
Indian Statistical Institute Kolkata ,3.72, Bachelor of Statistics Hons,2 Years,Kolkata,West Bengal,India,2400000,81.90%
Abhilashi University,3.73, BAMS,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,47.22%
Adesh Institute of Technology,2.33, BBA,3 Years,Gharuan,Punjab,India,273000,69.35%
Indira Gandhi Delhi Technical University for Women,2.81, BBA,3 Years,New Delhi,Delhi,India,325363.6364,48.39%
Abhilashi University,3.73, BBA,3 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,69.77%
Adamas University,3.03, BBA Hons,3 Years,Kolkata,West Bengal,India,332156.25,75.05%
Adamas University,3.03, BBA LLB Hons,3 Years,Kolkata,West Bengal,India,332156.25,71.89%
Indian Maritime University,3.45, BBA Logistics and Shipping,3 Years,Chennai,Tamil Nadu,India,597763.1579,50.48%
Indian Maritime University,3.18, BBA Logistics Retailing and E Commerce,3 Years,Kochi,Kerala,India,443750,49.36%
Indian Maritime University,3.45, BBA Logistics Retailing and E Commerce,3 Years,Chennai,Tamil Nadu,India,597763.1579,65.45%
Indian Maritime University,3.45, BBA Logistics Retailing and E-Commerce,3 Years,Chennai,Tamil Nadu,India,597763.1579,78.74%
Indira Gandhi National Open University,3.88, BBA Retailing,3 Years,New Delhi,Delhi,India,57191.80328,57.93%
Academy of Maritime Education and Training,2.53, BBA Shipping,3 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,48.12%
Adesh Institute of Technology,2.33, BCA,3 Years,Gharuan,Punjab,India,273000,75.23%
Adamas University,3.03, BCA,3 Years,Kolkata,West Bengal,India,332156.25,73.27%
Indira Gandhi National Open University,3.88, BCA,3 Years,New Delhi,Delhi,India,57191.80328,73.79%
ACS College of Engineering,2.49, BE Aeronautical Engineering,4 Years,Bengaluru,Karnataka,India,151200,71.26%
Adhiyamaan College of Engineering,2.69, BE Aeronautical Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Acharya Institute of Technology,2.79, BE Aeronautical Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,85.92%
ACS College of Engineering,2.49, BE Aerospace Engineering,4 Years,Bengaluru,Karnataka,India,151200,85.19%
Aditya College of Technology and Science,3.02, BE Agricultural Technology,,Satna,Madhya Pradesh,India,155413.3333,
Aarupadai Veedu Institute of Technology,2.47, BE Automobile Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,54.45%
ACS College of Engineering,2.49, BE Automobile Engineering,4 Years,Bengaluru,Karnataka,India,151200,62.60%
Acharya Institute of Technology,2.79, BE Automobile Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,84.84%
Aarupadai Veedu Institute of Technology,2.47, BE Biomedical Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,58.76%
ACS College of Engineering,2.49, BE Biomedical Engineering,4 Years,Bengaluru,Karnataka,India,151200,72.66%
Adhiyamaan College of Engineering,2.69, BE Biomedical Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Aarupadai Veedu Institute of Technology,2.47, BE Biotechnology,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,71.34%
Acharya Institute of Technology,2.79, BE Biotechnology Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,65.74%
Aditya Engineering College,2.29, BE Civil Engineering,,Beed,Maharashtra,India,272000,
Aarupadai Veedu Institute of Technology,2.47, BE Civil Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,74.64%
Adhiyamaan College of Engineering,2.69, BE Civil Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Acharya Institute of Technology,2.79, BE Civil Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,67.73%
Acropolis Technical Campus,2.82, BE Civil Engineering,4 Years,Indore,Madhya Pradesh,India,223400,79.83%
Aditya College of Technology and Science,3.02, BE Civil Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Adhiparasakthi Engineering College,3.2, BE Civil Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, BE Civil Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Achutha Institute of Technology,3.3, BE Civil Engineering,4 Years,Thangadikunte,Karnataka,India,132000,73.61%
Acropolis Institute of Technology and Research,3.31, BE Civil Engineering,4 Years,Indore,Madhya Pradesh,India,205166.6667,88.02%
Indira College of Engineering and Management,3.53, BE Civil Engineering,4 Years,Pune,Maharashtra,India,322500,53.69%
ACT College of Engineering and Technology,3.64, BE Civil Engineering,4 Years,Rettamangalam,Tamil Nadu,India,160000,56.07%
Aalim Muhammed Salegh College of Engineering,3.65, BE Civil Engineering,4 Years,Avadi,Tamil Nadu,India,150000,83.49%
Adhiyamaan College of Engineering,2.69, BE Civil Engineering II Shift,,Krishnagiri,Tamil Nadu,India,235437.5,
Indira Gandhi Engineering College,3.11, BE Civil Engineering Lateral Entry,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,59.64%
Acropolis Institute of Technology and Research,3.31, BE Civil Engineering Lateral Entry,4 Years,Indore,Madhya Pradesh,India,205166.6667,68.87%
Aarupadai Veedu Institute of Technology,2.47, BE Civil Engineering Part Time,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,79.84%
AC Patil College of Engineering,2.04, BE Computer Engineering,4 Years,Navi Mumbai,Maharashtra,India,265454.5455,68.59%
ABMSP's Anantrao Pawar College of Engineering and Research,3.75, BE Computer Engineering,4 Years,Pune,Maharashtra,India,180571.4286,46.78%
Aditya Engineering College,2.29, BE Computer Science and Engineering,,Beed,Maharashtra,India,272000,
ACS College of Engineering,2.49, BE Computer Science and Engineering,4 Years,Bengaluru,Karnataka,India,151200,75.63%
Adhiyamaan College of Engineering,2.69, BE Computer Science and Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Acharya Institute of Technology,2.79, BE Computer Science and Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,67.54%
AAA College of Engineering and Technology,2.8, BE Computer Science and Engineering,4 Years,Virudhunagar,Tamil Nadu,India,280000,48.68%
ADINA Institute of Science and Technology,2.87, BE Computer Science and Engineering,,Lahdara,Madhya Pradesh,India,150000,
Adichunchanagiri Institute of Technology,2.93, BE Computer Science and Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Aditya College of Technology and Science,3.02, BE Computer Science and Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Abha Gaikwad-Patil College of Engineering,3.03, BE Computer Science and Engineering,4 Years,Nagpur,Maharashtra,India,261666.6667,51.57%
Adhiparasakthi Engineering College,3.2, BE Computer Science and Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, BE Computer Science and Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Achutha Institute of Technology,3.3, BE Computer Science and Engineering,4 Years,Thangadikunte,Karnataka,India,132000,63.27%
Acharya College of Engineering,3.57, BE Computer Science and Engineering,4 Years,Badvel,Andhra Pradesh,India,96350,72.75%
ACT College of Engineering and Technology,3.64, BE Computer Science and Engineering,4 Years,Rettamangalam,Tamil Nadu,India,160000,53.86%
Indira Gandhi College of Engineering and Technology for Women,3.93, BE Computer Science and Engineering,4 Years,Athur,Tamil Nadu,India,130000,68.77%
Aarupadai Veedu Institute of Technology,2.47, BE Computer Science and Engineering Part Time,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,86.92%
Acropolis Institute of Technology and Research,3.31, BE Computer Science and Information Technology,4 Years,Indore,Madhya Pradesh,India,205166.6667,64.88%
Acropolis Institute of Technology and Research,3.31, BE Computer Science and Technology,4 Years,Indore,Madhya Pradesh,India,205166.6667,70.79%
Adhiparasakthi College of Engineering,3.15, BE Computer Science Engineering,,Paradharami,Tamil Nadu,India,145714.2857,
Acropolis Institute of Technology and Research,3.58, BE Computer Science Engineering,4 Years,Bhopal,Madhya Pradesh,India,215571.4286,62.28%
Acropolis Institute of Technology and Research,3.31, BE Computer Science Engineering Lateral Entry,4 Years,Indore,Madhya Pradesh,India,205166.6667,49.00%
Acharya Institute of Technology,2.79, BE Construction Technology and Management,4 Years,Bengaluru,Karnataka,India,238454.5455,60.70%
Aarupadai Veedu Institute of Technology,2.47, BE Electrical and Electronics Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,63.79%
Academy of Maritime Education and Training,2.53, BE Electrical and Electronics Engineering,4 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,71.81%
Adhiyamaan College of Engineering,2.69, BE Electrical and Electronics Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Acharya Institute of Technology,2.79, BE Electrical and Electronics Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,86.73%
AAA College of Engineering and Technology,2.8, BE Electrical and Electronics Engineering,4 Years,Virudhunagar,Tamil Nadu,India,280000,50.45%
ADINA Institute of Science and Technology,2.87, BE Electrical and Electronics Engineering,,Lahdara,Madhya Pradesh,India,150000,
Adichunchanagiri Institute of Technology,2.93, BE Electrical and Electronics Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Aditya College of Technology and Science,3.02, BE Electrical and Electronics Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Adhiparasakthi College of Engineering,3.15, BE Electrical and Electronics Engineering,,Paradharami,Tamil Nadu,India,145714.2857,
Adhiparasakthi Engineering College,3.2, BE Electrical and Electronics Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, BE Electrical and Electronics Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Acharya College of Engineering,3.57, BE Electrical and Electronics Engineering,4 Years,Badvel,Andhra Pradesh,India,96350,81.08%
ACT College of Engineering and Technology,3.64, BE Electrical and Electronics Engineering,4 Years,Rettamangalam,Tamil Nadu,India,160000,67.02%
Aalim Muhammed Salegh College of Engineering,3.65, BE Electrical and Electronics Engineering,4 Years,Avadi,Tamil Nadu,India,150000,47.87%
Indira Gandhi College of Engineering and Technology for Women,3.93, BE Electrical and Electronics Engineering,4 Years,Athur,Tamil Nadu,India,130000,74.53%
Aarupadai Veedu Institute of Technology,2.47, BE Electrical and Electronics Engineering Part Time,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,51.19%
Aditya Engineering College,2.29, BE Electrical Engineering,,Beed,Maharashtra,India,272000,
Indira Gandhi Engineering College,3.11, BE Electrical Engineering,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,71.95%
Abhinav Education Society's College of Engineering and Technology,3.99, BE Electrical Engineering,4 Years,Satara,Maharashtra,India,190000,61.88%
Indira Gandhi Engineering College,3.11, BE Electrical Engineering Lateral Entry,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,87.76%
Aarupadai Veedu Institute of Technology,2.47, BE Electronics and Communication Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,73.35%
ACS College of Engineering,2.49, BE Electronics and Communication Engineering,4 Years,Bengaluru,Karnataka,India,151200,57.86%
Acharya Institute of Technology,2.79, BE Electronics and Communication Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,61.92%
AAA College of Engineering and Technology,2.8, BE Electronics and Communication Engineering,4 Years,Virudhunagar,Tamil Nadu,India,280000,87.84%
Acropolis Technical Campus,2.82, BE Electronics and Communication Engineering,4 Years,Indore,Madhya Pradesh,India,223400,88.46%
ADINA Institute of Science and Technology,2.87, BE Electronics and Communication Engineering,,Lahdara,Madhya Pradesh,India,150000,
Adichunchanagiri Institute of Technology,2.93, BE Electronics and Communication Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Aditya College of Technology and Science,3.02, BE Electronics and Communication Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Indira Gandhi Engineering College,3.11, BE Electronics and Communication Engineering,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,56.59%
Adhiparasakthi College of Engineering,3.15, BE Electronics and Communication Engineering,,Paradharami,Tamil Nadu,India,145714.2857,
Adhiparasakthi Engineering College,3.2, BE Electronics and Communication Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, BE Electronics and Communication Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Achutha Institute of Technology,3.3, BE Electronics and Communication Engineering,4 Years,Thangadikunte,Karnataka,India,132000,88.24%
Acropolis Institute of Technology and Research,3.31, BE Electronics and Communication Engineering,4 Years,Indore,Madhya Pradesh,India,205166.6667,85.90%
Acharya College of Engineering,3.57, BE Electronics and Communication Engineering,4 Years,Badvel,Andhra Pradesh,India,96350,82.56%
Acropolis Institute of Technology and Research,3.58, BE Electronics and Communication Engineering,4 Years,Bhopal,Madhya Pradesh,India,215571.4286,60.63%
Aalim Muhammed Salegh College of Engineering,3.65, BE Electronics and Communication Engineering,4 Years,Avadi,Tamil Nadu,India,150000,47.09%
Indira Gandhi College of Engineering and Technology for Women,3.93, BE Electronics and Communication Engineering,4 Years,Athur,Tamil Nadu,India,130000,74.14%
Indira Gandhi Engineering College,3.11, BE Electronics and Communication Engineering Lateral Entry,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,73.24%
Acropolis Institute of Technology and Research,3.31, BE Electronics and Communication Engineering Lateral Entry,4 Years,Indore,Madhya Pradesh,India,205166.6667,84.84%
Aarupadai Veedu Institute of Technology,2.47, BE Electronics and Communication Engineering Part Time,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,76.49%
Adhiyamaan College of Engineering,2.69, BE Electronics and Instrumentation Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
AC Patil College of Engineering,2.04, BE Electronics and Telecommunication Engineering,4 Years,Navi Mumbai,Maharashtra,India,265454.5455,74.66%
Aditya Engineering College,2.29, BE Electronics and Telecommunication Engineering,,Beed,Maharashtra,India,272000,
Indira College of Engineering and Management,3.53, BE Electronics and Telecommunication Engineering,4 Years,Pune,Maharashtra,India,322500,52.40%
ABMSP's Anantrao Pawar College of Engineering and Research,3.75, BE Electronics and Telecommunication Engineering,4 Years,Pune,Maharashtra,India,180571.4286,77.98%
Abhinav Education Society's College of Engineering and Technology,3.99, BE Electronics and Telecommunication Engineering,4 Years,Satara,Maharashtra,India,190000,61.14%
AC Patil College of Engineering,2.04, BE Electronics Engineering,4 Years,Navi Mumbai,Maharashtra,India,265454.5455,85.89%
Aditya College of Technology and Science,3.02, BE Fire Technology and Safety,,Satna,Madhya Pradesh,India,155413.3333,
Aditya Engineering College,2.29, BE Food Engineering and Technology,,Beed,Maharashtra,India,272000,
Acharya Institute of Technology,2.79, BE Information Science and Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,85.85%
Adichunchanagiri Institute of Technology,2.93, BE Information Science and Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Aditya College of Technology and Science,3.02, BE Information Technology,,Satna,Madhya Pradesh,India,155413.3333,
Indira Gandhi Engineering College,3.11, BE Information Technology,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,48.68%
Acropolis Institute of Technology and Research,3.31, BE Information Technology,4 Years,Indore,Madhya Pradesh,India,205166.6667,75.36%
Acropolis Institute of Technology and Research,3.58, BE Information Technology,4 Years,Bhopal,Madhya Pradesh,India,215571.4286,70.55%
Aalim Muhammed Salegh College of Engineering,3.65, BE Information Technology,4 Years,Avadi,Tamil Nadu,India,150000,47.81%
ABMSP's Anantrao Pawar College of Engineering and Research,3.75, BE Information Technology,4 Years,Pune,Maharashtra,India,180571.4286,72.77%
